,Datetime,Tweet Id,Text,URL,Username,tweet.user.followersCount,tweet.replyCount,tweet.retweetCount,tweet.likeCount,tweet.quoteCount,tweet.lang,tweet.outlinks,tweet.media,tweet.retweetedTweet,tweet.quotedTweet,tweet.inReplyToTweetId,tweet.inReplyToUser,tweet.mentionedUsers,tweet.coordinates,tweet.place,tweet.hashtags,tweet.cashtags
10,2020-12-30 04:32:00+00:00,1344139147078844419,"7-footer with a Eurostep? That's nice.

@BigTicket_JW || #DubNation https://t.co/IYL2kfxtJc",https://twitter.com/warriors/status/1344139147078844419,warriors,7959818,23,256,2734,26,en,,"[Video(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/1344130917074235392/img/Qvot5mtGNUYp4U5k.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1344130917074235392/vid/480x480/jR-s1Q8iBm7KKunX.mp4?tag=13', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1344130917074235392/pl/oq_SiG7gUWpfcQzd.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1344130917074235392/vid/320x320/JqZNGuPuGFGfd4Nu.mp4?tag=13', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1344130917074235392/vid/720x720/r0dIklhAdk6VMLOZ.mp4?tag=13', bitrate=1280000)], duration=8.759, views=43169)]",,,,,"[User(username='BigTicket_JW', id=720405636182216704, displayname='James Wiseman', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,['DubNation'],
11,2020-12-30 04:11:00+00:00,1344133862331359232,"Take Flight 

Dunk of the Night || @Kia https://t.co/Ere9OBVMoU",https://twitter.com/warriors/status/1344133862331359232,warriors,7959818,21,167,1631,23,en,,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EqdJKiBVgAEGafB.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1344122900014485504/pl/fZI05lDQ5scvvS3l.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1344122900014485504/vid/320x320/NHG6zSFm851LSifx.mp4?tag=13', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1344122900014485504/vid/480x480/sQWwk1j7B7hnZsyM.mp4?tag=13', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1344122900014485504/vid/720x720/nHmFExcxLqsfZyMv.mp4?tag=13', bitrate=1280000)], duration=17.15, views=29819)]",,,,,"[User(username='Kia', id=23689478, displayname='Kia America', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,
12,2020-12-30 03:45:46+00:00,1344127512192798722,"The Golden State Warriors have exercised the third-year contract option on guard Jordan Poole.

Jordan is averaging 6.3 points, 1.5 rebounds and 1.0 assists in 15.0 minutes through four games this season. https://t.co/cwG5226FP2",https://twitter.com/warriors/status/1344127512192798722,warriors,7959818,35,144,2542,28,en,,"[Photo(previewUrl='https://pbs.twimg.com/media/EqdLHlqVEAUdoxo?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EqdLHlqVEAUdoxo?format=jpg&name=large')]",,,,,,,,,
13,2020-12-30 03:09:12+00:00,1344118309441007616,"17 points in the fourth. 27 points on the night.

@22wiggins balled out for the Dubs in Detroit 📽️ https://t.co/HkbeQtvKj3",https://twitter.com/warriors/status/1344118309441007616,warriors,7959818,43,305,2754,94,en,,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EqdDu9rVEAI8rKZ.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1344117257329250307/vid/720x720/DqwcVdumkpeSpEQM.mp4?tag=13', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1344117257329250307/vid/320x320/JFnRkNRs7UZkSbea.mp4?tag=13', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1344117257329250307/vid/480x480/vinX2oEL_R96Tcu4.mp4?tag=13', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1344117257329250307/pl/k2103gDmBOLxnfKW.m3u8?tag=13', bitrate=None)], duration=54.255, views=86702)]",,,,,"[User(username='22wiggins', id=231209225, displayname='andrew wiggins', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,
14,2020-12-30 02:50:32+00:00,1344113614500765696,"Final 📊

Stephen - 31p/6a/5r/2s
Andrew - 27p/7r/3a/2b/1s
Kelly - 14p/5r/2s/2b
Eric - 10p/2r/1a
Brad - 9p/2r/2a/1b
Damion - 8p/3r/1s
James - 6p/6r/2b/1a
Juan - 5p/4a/3r/1s
Kevon - 2p/5r/4a/1s
Mychal - 2p/1r
Jordan - 2p/1r https://t.co/svL2ukxJVM",https://twitter.com/warriors/status/1344113614500765696,warriors,7959818,94,793,7502,165,cy,,"[Photo(previewUrl='https://pbs.twimg.com/media/Eqc_e0wUwAMeVrT?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Eqc_e0wUwAMeVrT?format=jpg&name=large')]",,,,,,,,,
15,2020-12-30 02:46:21+00:00,1344112561562779656,Good win fellas 👏 https://t.co/55ZP8C0n9d,https://twitter.com/warriors/status/1344112561562779656,warriors,7959818,51,329,4074,42,en,,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1344112533209309191/pu/img/mNgYROYPt_8oMK_x.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1344112533209309191/pu/vid/720x720/z_gcI_fpvssf5Pt4.mp4?tag=10', bitrate=1280000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1344112533209309191/pu/pl/hMi3bJPQutug-2BD.m3u8?tag=10', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1344112533209309191/pu/vid/480x480/-40f4er5ClU0fOvM.mp4?tag=10', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1344112533209309191/pu/vid/320x320/wZgYAMTO4tre4dgy.mp4?tag=10', bitrate=432000)], duration=8.5, views=46264)]",,,,,,,,,
16,2020-12-30 02:42:43+00:00,1344111647602790400,"we’ll take this win to go

✈️ back to The Bay https://t.co/cPaueGioos",https://twitter.com/warriors/status/1344111647602790400,warriors,7959818,163,2145,14552,558,en,,"[Photo(previewUrl='https://pbs.twimg.com/media/Eqc-ZnoU0AIfxs7?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Eqc-ZnoU0AIfxs7?format=jpg&name=large')]",,,,,,,,,
17,2020-12-30 02:42:08+00:00,1344111498688401409,DUBS WIN https://t.co/iyMlKLxZWd,https://twitter.com/warriors/status/1344111498688401409,warriors,7959818,45,712,4781,99,en,,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1344111472796905472/pu/img/V_pdGAezp-t1MifY.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1344111472796905472/pu/vid/480x480/6O1-L4hRKB8s-fJq.mp4?tag=10', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1344111472796905472/pu/pl/0E3IcbourO3WoD-P.m3u8?tag=10', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1344111472796905472/pu/vid/320x320/40c63oH43sEChI-w.mp4?tag=10', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1344111472796905472/pu/vid/720x720/40GAl2SP7ZdJOFvm.mp4?tag=10', bitrate=1280000)], duration=4.867, views=53509)]",,,,,,,,,
18,2020-12-30 02:31:05+00:00,1344108719701852161,"rise &amp; fire 🎯

📺 @NBCSAuthentic https://t.co/aL6Lz11he2",https://twitter.com/warriors/status/1344108719701852161,warriors,7959818,43,472,2921,92,en,,"[Video(thumbnailUrl='https://pbs.twimg.com/media/Eqc7vvMUUAEoSet.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1344108596334739456/vid/480x270/yZHNNSHLuexT45nu.mp4?tag=13', bitrate=288000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1344108596334739456/vid/1280x720/GFE7O8Lj0IVtd6HM.mp4?tag=13', bitrate=2176000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1344108596334739456/pl/gummN_hkT7UkCvqL.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1344108596334739456/vid/640x360/OvCmYkAQH90Qf4u8.mp4?tag=13', bitrate=832000)], duration=7.656, views=76678)]",,,,,"[User(username='NBCSAuthentic', id=17790911, displayname='NBC Sports Bay Area & CA', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,
19,2020-12-30 02:24:26+00:00,1344107046824599553,JAMES. WISEMAN. 🤯 https://t.co/GZ3kLsE8pc,https://twitter.com/warriors/status/1344107046824599553,warriors,7959818,152,2232,14286,781,en,,"[Video(thumbnailUrl='https://pbs.twimg.com/media/Eqc6OVvUwAEfbBv.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1344106899877158912/pl/ho5PbTK2F7ERujip.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1344106899877158912/vid/720x720/zNrwmSa2a9FmPhD-.mp4?tag=13', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1344106899877158912/vid/320x320/5MiAcJu2WTlbdyqO.mp4?tag=13', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1344106899877158912/vid/480x480/d9eXaSDrGHa4mY_t.mp4?tag=13', bitrate=832000)], duration=12.947, views=241583)]",,,,,,,,,
20,2020-12-30 02:10:54+00:00,1344103639527247874,"Hesitation dribble.
Explosion to the rack.
Bucket.

📺 @NBCSAuthentic https://t.co/nd1mpau7An",https://twitter.com/warriors/status/1344103639527247874,warriors,7959818,18,85,972,4,en,,"[Video(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/1344103519385575425/img/lFFCgEK5A_9_RcCe.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1344103519385575425/vid/720x720/vnVyEHbLa15uwlI3.mp4?tag=13', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1344103519385575425/vid/320x320/xKecL9yywh-UvDKr.mp4?tag=13', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1344103519385575425/vid/480x480/WCtWxPDZPUWwQ4AY.mp4?tag=13', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1344103519385575425/pl/Zgai3lbYOovy54PY.m3u8?tag=13', bitrate=None)], duration=6.707, views=24790)]",,,,,"[User(username='NBCSAuthentic', id=17790911, displayname='NBC Sports Bay Area & CA', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,
21,2020-12-30 02:03:01+00:00,1344101657274163206,"Fourth quarter 🔒

Let's go #DubNation https://t.co/uKPj47sj2F",https://twitter.com/warriors/status/1344101657274163206,warriors,7959818,35,241,4524,21,en,,"[Photo(previewUrl='https://pbs.twimg.com/media/Eqc1JwyW4AI4eMa?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Eqc1JwyW4AI4eMa?format=jpg&name=large')]",,,,,,,,['DubNation'],
22,2020-12-30 01:50:02+00:00,1344098387818237952,Juan makin' plays across all 94ft of floor. https://t.co/m7jKufDFQ1,https://twitter.com/warriors/status/1344098387818237952,warriors,7959818,49,275,2716,111,en,,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EqcyV3hUwAElbBu.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1344098177822027776/vid/720x720/UWm7mXbfgUWEe1kE.mp4?tag=13', bitrate=1280000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1344098177822027776/pl/wCfMAuhSqFd6fVKj.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1344098177822027776/vid/320x320/ZdUSrypCDVoSeNw3.mp4?tag=13', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1344098177822027776/vid/480x480/Rsd72_tzJ7V7UGW8.mp4?tag=13', bitrate=832000)], duration=15.916, views=86826)]",,,,,,,,,
23,2020-12-30 01:47:18+00:00,1344097700334080003,Steph's three had Baze HYPED 😂 https://t.co/y4ARpGqvUE,https://twitter.com/warriors/status/1344097700334080003,warriors,7959818,10,115,1146,12,en,,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1344097527625216000/pu/img/-hyLKeG2uNeseeJi.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1344097527625216000/pu/vid/320x320/9UaanvMgnvWKcPno.mp4?tag=10', bitrate=432000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1344097527625216000/pu/pl/am5fnKkR4LE5B8Vy.m3u8?tag=10', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1344097527625216000/pu/vid/720x720/dwUfq0lVWCBLSyU-.mp4?tag=10', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1344097527625216000/pu/vid/480x480/ApOVnEiblPQksRKg.mp4?tag=10', bitrate=832000)], duration=12.913, views=32399)]",,,1.3440968991968092e+18,https://twitter.com/warriors,,,,,
24,2020-12-30 01:44:07+00:00,1344096899196809216,"SC30 transition trey? You bet.

📺 @NBCSAuthentic https://t.co/O52gQJLCj8",https://twitter.com/warriors/status/1344096899196809216,warriors,7959818,33,382,2920,57,en,,"[Video(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/1344096737544138753/img/BwEV4sqzkxCQcRrD.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1344096737544138753/vid/320x320/NiyLxhq0uzRjN3id.mp4?tag=13', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1344096737544138753/vid/720x720/AFoHJIjN9SDmapyl.mp4?tag=13', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1344096737544138753/vid/480x480/NZPKYv8pxP-r9GOq.mp4?tag=13', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1344096737544138753/pl/kZsGhNPvExUQ7uhJ.m3u8?tag=13', bitrate=None)], duration=7.174, views=58376)]",,,,,"[User(username='NBCSAuthentic', id=17790911, displayname='NBC Sports Bay Area & CA', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,
25,2020-12-30 01:41:46+00:00,1344096309662285824,"Kelly with the steal.
Kelly with the SLAM.

📺 @NBCSAuthentic https://t.co/6JoHusB5hl",https://twitter.com/warriors/status/1344096309662285824,warriors,7959818,18,154,1301,30,en,,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EqcwcuNVgAEAEtb.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1344096200711000064/pl/qjzWY-gIuYCyGxRw.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1344096200711000064/vid/480x480/IgHDOJQMvljbBifJ.mp4?tag=13', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1344096200711000064/vid/320x320/lNC6W-b0AKLLLvXw.mp4?tag=13', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1344096200711000064/vid/720x720/-oLNZtThdl1I_4yC.mp4?tag=13', bitrate=1280000)], duration=10.711, views=30358)]",,,,,"[User(username='NBCSAuthentic', id=17790911, displayname='NBC Sports Bay Area & CA', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,
